DOI,Title,Creators
10.5281/zenodo.1320028,Kglove Dbpedia Inverse Object Split Embeddings,Michael Cochez; Petar Ristoski; Simone Paulo Ponzetto; Heiko Paulheim
10.5281/zenodo.1320037,Rdf2Vec Dbpedia Page Rank Embeddings,Michael Cochez; Petar Ristoski; Simone Paulo Ponzetto; Heiko Paulheim
10.5281/zenodo.2621579,Datasets for Watset: Local-Global Graph Clustering with Applications in Sense and Frame Induction,Dmitry Ustalov; Alexander Panchenko; Chris Biemann; Simone Paolo Ponzetto
10.5281/zenodo.6944124,Post-hypnotic suggestions of easy remembering increase subjective confidence of recognition with long-lasting effects,Barbara Schmidt; Justin Böhmer; Sebastian Michelmann; Martin Schnürch; Tobias Koch
10.5281/zenodo.3946461,TaxGraph - A Knowledge Graph of Multi-National Companies and their Relationships,Niklas Lüdemann; Ageda Shiba; Nikolaos Thymianis; Nicolas Heist; Christopher Ludwig; Heiko Paulheim
10.5281/zenodo.4050308,CaLiGraph - A Large-Scale Semantic Knowledge Graph compiled from Wikipedia Categories and List Pages,Nicolas Heist; Heiko Paulheim
10.5281/zenodo.1320005,RDF2Vec DBpedia inverse page rank split embeddings,Michael Cochez; Petar Ristoski; Simone Paulo Ponzetto; Heiko Paulheim
10.5281/zenodo.4889066,"Dataset for Manually Coded Firm Founding Dates, CEO Duality, and CEO Photograph Prominence in Annual Reports",Moritz Appels; Marc Kowalzick
10.5281/zenodo.2672881,Picker-routing problem instances,Amir Foroughi; Nils Boysen; Simon Emde; Michael Schneider
10.7910/dvn/ldumny/qwgthw,S1 Appendix.Rmd,Paul Cornelius Bauer; Florian Keusch; Frauke Kreuter
10.7910/dvn/nhsjmj/qcatke,ACDE_secular_muslims.csv,Richard Traunmueller
10.7910/dvn/3lrafl,Replication Data for: Climate Change Literacy and Migration Potential: Micro-Level Evidence from Africa,Marc Helbling
10.7910/dvn/gec2ls/le3sgo,DB2040C9,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/t362lf,Tab_A6_b.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/wb3fw0,cbq_binary_q5.RData,Xiao Lu
10.7910/dvn/csx1vl/uuafvb,Figure2c.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/khzqa2,Replication Data for: Temporal Strategies,Christoph Garwe; Benjamin G. Engst; Yannick G. Stawicki; Christoph Hönnige
10.7910/dvn/csx1vl/ewqpbt,FigureA14b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/mb2uku/02yxpq,readme.txt,Kai Jäger
10.7910/dvn/pls50o/ub7ki9,w2_w5_w6_w7_CampaignSweden.tab,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/1wzcea/ggxh8c,cbq_binary_q3.RData,Xiao Lu
10.7910/dvn/csx1vl/eulnrj,FigureA4d.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/ldfy0z,ShinyApp_Figure_Shiny1_Brazil_Relationship_Akkerm_Scale_SingleDimensions.tiff,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/ld6qfy,source-pane.pper,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nvkq5v/nugz4f,DATA_long.dta,Matthias Mader
10.7910/dvn/mltzie/fmmivw,figure 3.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/ldumny/jtlp5y,fig1.pdf,Paul Cornelius Bauer; Florian Keusch; Frauke Kreuter
10.7910/dvn/prxhpm/m3ynog,2_tables_POLS-RE-FE.do,Lars Leszczensky; Tobias Wolbring
10.7910/dvn/nhsjmj/famdqh,replication_backlash_figure_5.R,Richard Traunmueller
10.7910/dvn/mb2uku,Replication Data for: When Do Campaign Effects Persist for Years? Evidence from a Natural Experiment,Kai Jäger
10.7910/dvn/kps1ky/lhknxb,reproducible_code_CastanhoSilvaetAl.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/foqzl9,figure_8C.pdf,Richard Traunmueller
10.7910/dvn/nhsjmj/tcbowj,replication_backlash_muslim_natives.R,Richard Traunmueller
10.7910/dvn/kps1ky/tmferx,fes_touched.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/lilsty,cbq_q1.RData,Xiao Lu
10.7910/dvn/1wzcea/eqktl3,cbq_binary_q8.stan,Xiao Lu
10.7910/dvn/nhsjmj/ffx2tc,figure_5.pdf,Richard Traunmueller
10.7910/dvn/frek34/il9nx4,koenigmaeder_strategiccompliance_ajps.tab,Thomas König; Lars Mäder
10.7910/dvn/nhsjmj/fdowwk,figure_7B.pdf,Richard Traunmueller
10.7910/dvn/lmrrzb,Replication Data for: Social group appeals in party rhetoric: Effects on policy support and polarization,Lena Maria Huber; Thomas M. Meyer; Markus Wagner
10.7910/dvn/pls50o/yc5pws,austria.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/cy7ywe/mv2ccl,SimulationOutput.Rdata,Sebastian Juhl
10.7910/dvn/cy7ywe/tlquxk,WW2015_Data.Rdata,Sebastian Juhl
10.7910/dvn/gec2ls/nsndpb,A23A1558,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/ipjlvi,replication_backlash_figure_6.R,Richard Traunmueller
10.7910/dvn/gec2ls/4au6u1,paths,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/w2tyer,00_DataCleaner_symmetric_variance.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/a48jp7/qegrjh,data2.tab,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/juvcnj/3g3ey6,paasch-stecker_analysis.do,Jana Paasch; Christian Stecker
10.7910/dvn/1wzcea/z5iefx,origin_vote.R,Xiao Lu
10.7910/dvn/ldumny/rtcg6t,plos.csl,Paul Cornelius Bauer; Florian Keusch; Frauke Kreuter
10.7910/dvn/gec2ls/dc5gli,rmd-outputs,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kzwkt6,Replication Data for: How to Improve the Substantive Interpretation of Regression Results when the Dependent Variable is Logged,Marcel Neunhoeffer; Oliver Rittmann; Thomas Gschwend
10.7910/dvn/nhsjmj/kmzkc0,replication_backlash_main_ACDE.R,Richard Traunmueller
10.7910/dvn/nhsjmj/bnfhbk,replication_backlash_function_ACDE_subgroup.R,Richard Traunmueller
10.7910/dvn/prxhpm/avqb3s,__readme.txt,Lars Leszczensky; Tobias Wolbring
10.7910/dvn/khimos/co3jvm,replication_Lehrer_Juhl_Gschwend.R,Roni Lehrer; Sebastian Juhl; Thomas Gschwend
10.7910/dvn/nhsjmj/54ovbu,ACME_office.csv,Richard Traunmueller
10.7910/dvn/jbogc9/e3dpvh,1_2_graphs.do,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/gec2ls/gh3m3f,Tab_A9_e.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/q1ra2q,ACDE_muslim_immigrants.csv,Richard Traunmueller
10.7910/dvn/kps1ky/kiheaw,data.merged_mar17.csv,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/a48jp7/rrwfoo,esem_GLES.inp,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/1wzcea/7ncjz1,cbq_binary_q7.stan,Xiao Lu
10.7910/dvn/kps1ky/qyj2gp,python.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/lxmyv6/y9l2sh,eventstudy.R,Kurt Schmidheiny; Siegloch Sebastian
10.7910/dvn/dq1wfb,Replication Data for: Constructive and Destructive Legislative Review: The Government-Opposition Divide in Parliamentary Oversight,Lion Behrens
10.7910/dvn/a48jp7/tggfpu,DATA_GLES.dat,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/kps1ky/gwn4fv,DESCRIPTION,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/rzjxbo,ANDE_vote.csv,Richard Traunmueller
10.7910/dvn/kps1ky/cuj2ta,hsearch.rds,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/oijvd3,33FE3E8B,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/jaag52,cbq_vote_q3.RData,Xiao Lu
10.7910/dvn/pls50o/wxfsrx,recode.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/pls50o/64oztu,sim_know_csk_margin.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/nvkq5v/vwzg4p,07_Table_A3_1.do,Matthias Mader
10.7910/dvn/mltzie/pqwr4x,table a1.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/kps1ky/zgbutn,NAMESPACE,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/mltzie,Replication Data for: Permissibility of Electoral Systems: A New Look at an Old Question,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/juvcnj/m3qefj,paasch-stecker_data.tab,Jana Paasch; Christian Stecker
10.7910/dvn/nhsjmj/wvrtal,replication_backlash_radical_muslims.R,Richard Traunmueller
10.7910/dvn/csx1vl/esln4u,FigureA6b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/1wzcea/g9nrcj,cbq_leg_q5_s.R,Xiao Lu
10.7910/dvn/csx1vl/17jtlm,Figure1.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/azfhyn/0mupwh,Data_figure_SI_61.tab,Christian Gläßel; Katrin Paula
10.7910/dvn/mltzie/9e4xwf,figure 6.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/kps1ky/taesz4,recode_goertz_cses.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/a48jp7/u2x73v,data4.tab,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/1wzcea/ye9gjr,cbq_leg_q4_s.R,Xiao Lu
10.7910/dvn/1wzcea/7dffm4,figure2_appendix.pdf,Xiao Lu
10.7910/dvn/law8um,Replication Data for: Pro-Government Militias and Conflict,Sabine C. Carey; Neil J. Mitchell; Adam Scharpf
10.7910/dvn/1wzcea/bbi4hg,cbq_binary_q6.RData,Xiao Lu
10.7910/dvn/1wzcea/cpvfvz,master_vote.R,Xiao Lu
10.7910/dvn/1wzcea/msuyu1,table1.csv,Xiao Lu
10.7910/dvn/kps1ky/zkmbds,LICENSE,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nvkq5v/jqwd14,06_Figure5.do,Matthias Mader
10.7910/dvn/nhsjmj/vnsf7t,table_S6_vote.csv,Richard Traunmueller
10.7910/dvn/csx1vl/loqp1t,FigureA9a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/gbwb8i,Replication Data for: Does Accommodation Work? Mainstream Party Strategies and the Success of Radical Right Parties,Werner Krause; Denis Cohen; Tarik Abou‐Chadi
10.7910/dvn/nvkq5v/uh4zql,11_Figure_A4_2.do,Matthias Mader
10.7910/dvn/kps1ky/ez1bhe,silva_recoding.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/eclkvq,"Replication materials for: Schoen, Harald. 2022. Ein halber Regierungswechsel nach einer politischen Achterbahnfahrt. Eine Analyse der öffentlichen Meinung zur vierten Regierung Merkel und des Wahlverhaltens bei der Bundestagswahl 2021, in: R. Zohlnhöfer/F.Engler (eds.), Das Ende der Merkel-Jahre. Wiesbaden: Springer.",Harald Schoen
10.7910/dvn/kps1ky/fojqny,ZA6804_v5-0-0.dta,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/0wkliv,Fig_3.pdf,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/csx1vl/doyjby,FigureA2.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/nhsjmj/2qrurs,table_S2.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/4bqm4c,ANDE_office.csv,Richard Traunmueller
10.7910/dvn/1wzcea/fgtlic,cbq_vote_AN_q1_s.R,Xiao Lu
10.7910/dvn/csx1vl/dzedns,FigureA8b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/dgoqwh/brdsop,Dataset_1.tab,Sabine C. Carey; Christoph Steinert; Janina Steinert
10.7910/dvn/1wzcea/u2skyb,figure4_appendix.pdf,Xiao Lu
10.7910/dvn/kps1ky/ff6jy9,activate.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/8ublgg,silva_recode_sum_indicators_divscales.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/46udei,Replication Data for: Comparative vote switching,Denis Cohen; Werner Krause; Tarik Abou‐Chadi
10.7910/dvn/khimos,Replication Data for: The Wisdom of Crowds Design for Sensitive Survey Questions,Roni Lehrer; Sebastian Juhl; Thomas Gschwend
10.7910/dvn/gec2ls/m3i5q6,Tab_2_c.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/g0w9mh/lnj8pk,ReplicationFile_Tables_Figures_Frontiers.do,Johanna Gereke
10.7910/dvn/nhsjmj/re2urc,ACME_secular_christians.csv,Richard Traunmueller
10.7910/dvn/gec2ls/oxy9o4,00_DataCleaner_addon.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/hv7umn,replication_backlash_reverse_causality.R,Richard Traunmueller
10.7910/dvn/1wzcea/pg1mhq,cbq_binary_function.R,Xiao Lu
10.7910/dvn/kps1ky/fslr5b,local-sources.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/sehvlm,cbq_leg_q3.R,Xiao Lu
10.7910/dvn/1wzcea/dwfdul,cbq4.0_q4.stan,Xiao Lu
10.7910/dvn/kps1ky/dcvrt1,.Rhistory,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/dbcafn,EUP388675-supplementary_material.tab,Xiao Lu
10.7910/dvn/kps1ky/woqe4n,FES2017.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/q1qaib,cbq_vote_AN_q8_s.R,Xiao Lu
10.7910/dvn/gec2ls/cxokji,Tab_A2.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nvkq5v/tu1sb3,10_Figure_A4_1.do,Matthias Mader
10.7910/dvn/nhsjmj/ugitns,replication_backlash_figure_7B.R,Richard Traunmueller
10.7910/dvn/gec2ls/wxrhwx,02_BeliefsMLE_Qauntile.r,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/lwy4qe,cbq_ms_q5.R,Xiao Lu
10.7910/dvn/nhsjmj/qarsjv,table_S4.csv,Richard Traunmueller
10.7910/dvn/1wzcea/m67bfu,cbq_leg_q1_s.R,Xiao Lu
10.7910/dvn/g0w9mh,Replication Data for Gendered discrimination against immigrants,Johanna Gereke
10.7910/dvn/nhsjmj/7wpz8r,ACDE_radical_muslims.csv,Richard Traunmueller
10.7910/dvn/oayqa8,Replication Data for: Gender Disparities in Altmetric Attention Scores for Cardiovascular Research,Leo Schmallenbach
10.7910/dvn/nhsjmj/wnoddw,table_S3.csv,Richard Traunmueller
10.7910/dvn/gec2ls/otkqjj,Fig_4.pdf,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/azfhyn/qt8wkt,Codebook_Data_figure_SI_71.pdf,Christian Gläßel; Katrin Paula
10.7910/dvn/cy7ywe/rbdmts,Dockerfile,Sebastian Juhl
10.7910/dvn/1wzcea/41qvf9,cbq_ms_q6_s.R,Xiao Lu
10.7910/dvn/gec2ls/38ol4b,Tab_2_b.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/0f7lub,recode_sartori_cses.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/s56uzn,A619E6AC,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/jgbyeg,sim_heter.R,Xiao Lu
10.7910/dvn/1wzcea/dakkej,replicate_AN.R,Xiao Lu
10.7910/dvn/nhsjmj/kevdam,ACDE_devout_muslims.csv,Richard Traunmueller
10.7910/dvn/nvkq5v/qjdwpr,03_Figure2.do,Matthias Mader
10.7910/dvn/kps1ky/stxtzo,macro.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj,Replication Data for: Backlash to Policy Decisions. How Citizens React to Immigrants’ Rights to Demonstrate,Richard Traunmueller
10.7910/dvn/1wzcea/nw3xvt,cbq_ms_q3.R,Xiao Lu
10.7910/dvn/mltzie/tnxitl,figure a3.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/gec2ls/q2jvqi,43BF52E4,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/hvv0so,Replication Data for: Welche Auswirkungen haben größere Wahlkreise auf das politische Verhalten? Ein empirischer Beitrag zur Wahlrechtsreform,Oliver Rittmann; Marie-Lou Souhnius; Thomas Gcshwend
10.7910/dvn/1wzcea/bbkjg5,substantive_interpret_s.R,Xiao Lu
10.7910/dvn/lzhtbe/rsfoh3,Replication_figures.do,Adam Scharpf; Christian Gläßel; Belén González
10.7910/dvn/kps1ky/lwhnms,codebook_studydescription_mj16a_EN_1.0.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/scdeyd,Fig_A4.pdf,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/5pvmq1,02_BeliefsMLE.r,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/pgfoxw/bosel7,Codebook_SecretPolicedata.pdf,Adam Scharpf; Christian Gläßel
10.7910/dvn/nhsjmj/kxlvry,replication_backlash_ACDE_secular_muslims.R,Richard Traunmueller
10.7910/dvn/kps1ky/mf4z2c,Supplementary Files.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/crouhh/dtoefl,replication_data_final.tab,Johannes Bubeck; Nikolay Marinov
10.7910/dvn/kps1ky/q9spdz,renv.rdb,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/crhlaz,cbq_vote_q7.RData,Xiao Lu
10.7910/dvn/nhsjmj/zpensu,replication_backlash_figure_4B.R,Richard Traunmueller
10.7910/dvn/nhsjmj/wlfzlp,replication_backlash_ACDE_further_analyses.R,Richard Traunmueller
10.7910/dvn/kps1ky/catx6e,ZA6804_fb (1).pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/nbkiqz,cbq_binary_q9.RData,Xiao Lu
10.7910/dvn/kps1ky/0bqahb,nsInfo.rds,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/22bgvu,Replication Data for: Die programmatischen Positionen der deutschen Parteien zur Bundestagswahl 2017: Ergebnisse einer Expertenbefragung,Thomas Bräuninger; Marc Debus; Jochen Müller; Christian Stecker
10.7910/dvn/ootxiw,Replication Data for: Longitudinal Analyses of Gender Differences in First Authorship Publications Related to COVID-19,Marc Lerchenmueller
10.7910/dvn/1wzcea/2ao1qn,cbq_vote_AN_q7_s.R,Xiao Lu
10.7910/dvn/kps1ky/cahyis,features.rds,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/3adrxv,Prior_Elicitation_Nachtrag_Quantile ASYMETRIC.tab,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/qt9bm3,Tab_A9_c.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/weavg0,autnes_touched.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/lzhtbe/sq6blq,StrikesCoups_analysis.tab,Adam Scharpf; Christian Gläßel; Belén González
10.7910/dvn/kps1ky/sarpez,activate.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/juvcnj,Replication Data for: When Europe hits the subnational authorities: The transposition of EU directives in Germany between 1990 and 2018,Jana Paasch; Christian Stecker
10.7910/dvn/kps1ky/v0o7c8,SILVA QUESTIONNAIRE Pre-election_study_-_United_Kingdom.docx,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/cwqloa,replicate_Rasmussen.R,Xiao Lu
10.7910/dvn/pls50o/wvkhok,ZA5305_en_v5-0-0.dta,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/jbogc9/onywrg,2_2_analysis_transactprice.do,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/gec2ls/ideau7,Tab_A6_c.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/7qne9o/pbm903,codebook_MPDataset_MPDS2012b.pdf,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/1wzcea/b47fgp,cbq_ms_q1_s.R,Xiao Lu
10.7910/dvn/pls50o/anzwun,sim_new_csk_i.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/pgfoxw/qwltuh,FigureSI25data.tab,Adam Scharpf; Christian Gläßel
10.7910/dvn/1wzcea/gexv0l,cbq_ms_q4_s.R,Xiao Lu
10.7910/dvn/jbogc9/4ge4ey,3_3_panel_analysis.do,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/1wzcea/jebxil,cbq_vote_AN_q9.R,Xiao Lu
10.7910/dvn/nvkq5v/xmoe8w,12_Figure_A4_3.do,Matthias Mader
10.7910/dvn/mltzie/90nyeb,figure a1.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/gec2ls/0lhwfo,Analysis.Rproj,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/jeqol2,Fig_5.pdf,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/gy4yqf,replication_backlash_ACDE_muslim_immigrants.R,Richard Traunmueller
10.7910/dvn/kps1ky/z61qw2,ci.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/ftwiyl,ZA6804_missing.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/iqvuxy,ANES_timeseries_2016.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/pgfoxw/hrrmyp,Figures_1_4_5_6_SI35.R,Adam Scharpf; Christian Gläßel
10.7910/dvn/csx1vl/7i4r1o,FigureA8a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/nhsjmj/01vfyc,replication_backlash_christian_immigrants.R,Richard Traunmueller
10.7910/dvn/a48jp7/5jhlez,readme.txt,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/crouhh/hhybot,replication_code.do,Johannes Bubeck; Nikolay Marinov
10.7910/dvn/cy7ywe/5zcc8e,EmpiricalExample.R,Sebastian Juhl
10.7910/dvn/7qne9o/vguypt,MPDS2012b_withSEandLogitSE.csv,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/csx1vl/puyilg,FigureA4b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/nhsjmj/t0bykb,replication_backlash_ACDE_christian_immigrants.R,Richard Traunmueller
10.7910/dvn/pls50o/jae5op,sim_know_csk_margin_banz.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/kps1ky/i8veke,aliases.rds,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/n5mapw,cbq_ms_q9_s.R,Xiao Lu
10.7910/dvn/7qne9o/sf893o,MPDataset_MPDS2012b.dta,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/gec2ls/yhfweq,Tab_A8.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/ye4xeg,paths.rds,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/pgfoxw/uywplu,readme.txt,Adam Scharpf; Christian Gläßel
10.7910/dvn/pgfoxw/1sf78x,Replication.do,Adam Scharpf; Christian Gläßel
10.7910/dvn/gec2ls/hoggkx,Tab_A1.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nvkq5v/son8wq,readme.txt,Matthias Mader
10.7910/dvn/1wzcea/bh63nx,figure3_1.pdf,Xiao Lu
10.7910/dvn/1wzcea/gxfqeu,simulation_study.R,Xiao Lu
10.7910/dvn/1wzcea/ytcqoc,sim_homo.R,Xiao Lu
10.7910/dvn/mb2uku/udee5h,biw_voting_individual_level.tab,Kai Jäger
10.7910/dvn/gec2ls/nfbbty,windowlayoutstate.pper,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/bmylx3,replication_backlash_devout_christians.R,Richard Traunmueller
10.7910/dvn/pls50o/cxspxe,description.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/jbogc9/lxbqiq,1_1_descriptives.do,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/mb2uku/nxmqv4,analysis_biw_voting_individual_level.do,Kai Jäger
10.7910/dvn/csx1vl/hwdytm,FigureA3.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/1wzcea/b2mqoa,cbq_leg_q6.R,Xiao Lu
10.7910/dvn/kps1ky/iyfwxm,MD5,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/cy7ywe/x7ilvv,metadata.yml,Sebastian Juhl
10.7910/dvn/kps1ky/l4ha3c,renv.Rmd,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/7qne9o/kxhagi,MPDataset_full.tab,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/kps1ky/1fow0x,anes_touched.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/hbbkqd,figure_8F.pdf,Richard Traunmueller
10.7910/dvn/1wzcea/ft7fcw,figure1_2.pdf,Xiao Lu
10.7910/dvn/nhsjmj/orbzcm,figure_7D.pdf,Richard Traunmueller
10.7910/dvn/1wzcea/1siodt,cbq_binary_q2.stan,Xiao Lu
10.7910/dvn/jbogc9/gcsjzo,codebook_immo_panel.log,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/1wzcea/itf1km,cbq_vote_AN_q5_s.R,Xiao Lu
10.7910/dvn/1wzcea/tdmlsa,cbq4.0_q3.stan,Xiao Lu
10.7910/dvn/kps1ky/bzsdgu,recode_manual_goertzian.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/1aqfhs,origin_legislature.R,Xiao Lu
10.7910/dvn/1wzcea/56fio7,vote_dat_origin.tab,Xiao Lu
10.7910/dvn/nhsjmj/ne4rcw,describe_sample_university.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/kyt9y3,table_S1.csv,Richard Traunmueller
10.7910/dvn/mltzie/bkag7f,table a2.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/csx1vl/5zo1as,FigureA4c.pdf,Thomas König; Guido Ropers; Anika Buchmann
