DOI,Title,Creators
10.7910/dvn/kps1ky/pr8ihd,docker.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/oottkp,silva_recode_manual_sartorian.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/4rkpck,replication_backlash_ACDE_christian_natives.R,Richard Traunmueller
10.7910/dvn/jbogc9/xbqykl,00_Power of Disclosure.stpr,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/gec2ls/qcjisc,6F888B3C,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/xg88yd,anes_timeseries_2016_methodology_userguide.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/tctjvi,cbq_leg_q6_s.R,Xiao Lu
10.7910/dvn/csx1vl/ixr3t8,Figure2d.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/csx1vl/2rzowb,01_main_analysis.R,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/1wzcea/qcgiut,cbq_vote_q8.RData,Xiao Lu
10.7910/dvn/kps1ky/yxnahx,anes_master.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/yyuwiy,figure_8E.pdf,Richard Traunmueller
10.7910/dvn/nhsjmj/rynyvz,replication_backlash_imputations_additional_analyses.R,Richard Traunmueller
10.7910/dvn/1wzcea/55go8x,cbq_binary_q6.stan,Xiao Lu
10.7910/dvn/mltzie/igpibi,table a3.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/gapiqo/ixi7xx,README.txt,Sebastian Juhl; David Hilpert
10.7910/dvn/dtbwgp,Replication Data for `Divergent Perceptions of Peace in Post-Conflict Societies: Insights from Sri Lanka',Sabine C. Carey
10.7910/dvn/kps1ky/rnil3v,recode_sum_indicators_akker.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/u9w8ss,bes_master.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/a48jp7/ddojtp,dataQ.tab,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/nhsjmj/2jxnht,replication_backlash_figure_4A.R,Richard Traunmueller
10.7910/dvn/1wzcea/tzdrkv,cbq_vote_q4.RData,Xiao Lu
10.7910/dvn/1wzcea/ph9yrk,cbq_vote_AN_q6.R,Xiao Lu
10.7910/dvn/kps1ky/nnhtuv,analyis_appendix_S6_sartori_simulation.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nvkq5v/jwerof,DATA_wide.dta,Matthias Mader
10.7910/dvn/gec2ls/xzemw3,Tab_A10.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/csx1vl/jmt7tp,FigureA14a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/jbogc9/t9ee2b,2_1_analysis.do,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/1wzcea/le3trr,cbq4.0_q9.stan,Xiao Lu
10.7910/dvn/1wzcea/nbcvav,cbq4.0_q4.stan,Xiao Lu
10.7910/dvn/jqlnct,Replication Data for: 'Bringing the World to the Classroom: Teaching Statistics and Programming in a Project-Based Setting',Cosima Meyer
10.7910/dvn/kps1ky/lmxlwn,recode_bollen_akker.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/7fsyhu,replication_backlash_function_ACDE_subgroup_2.R,Richard Traunmueller
10.7910/dvn/cy7ywe/qs6ku6,SI_FigC.3.1.pdf,Sebastian Juhl
10.7910/dvn/ldumny/3cvfhb,INSTRUCTIONS.txt,Paul Cornelius Bauer; Florian Keusch; Frauke Kreuter
10.7910/dvn/nhsjmj/c4n1ii,figure_3.pdf,Richard Traunmueller
10.7910/dvn/kps1ky/zwrv05,recode_1D_populism.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1xgqf2,"Replication Data for: ""Using party press releases and Wikipedia page view data to analyse developments and determinants of parties’ issue prevalence: Evidence for the right-wing populist ‘Alternative for Germany’",Marc Debus; Christopher Florczak
10.7910/dvn/kps1ky/xxswhs,reproducible_code_CastanhoSilvaetAl.Rmd,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/lznnmy,Fig_A2.pdf,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/mkm0r0,30AAC00B,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/6hs1o2,00_DataCleaner_asymmetric_variance.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/55brlm,cbq_binary_q8.RData,Xiao Lu
10.7910/dvn/csx1vl/uwjil0,FigureA11a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/mb2uku/ewziik,analysis_afd_voting_individual_level.do,Kai Jäger
10.7910/dvn/cy7ywe/jxcjyv,run,Sebastian Juhl
10.7910/dvn/pls50o/io0lcc,sim_know_cfk_margin.do,Shaun Bowler; Thomas Gschwend; Indridi Indridason
10.7910/dvn/1wzcea/4rmdje,cbq4.0_q6.stan,Xiao Lu
10.7910/dvn/gec2ls/fdbtzi,02_BeliefsMLE_covariates.r,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/emsqb7,replication_backlash_figure_8B.R,Richard Traunmueller
10.7910/dvn/nhsjmj/zgw7tg,describe_sample_age.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/0h7vz3,ACME_main_results_lib_footnote_9.csv,Richard Traunmueller
10.7910/dvn/1wzcea/0rvbe2,cbq_function.R,Xiao Lu
10.7910/dvn/nhsjmj/iuosiv,replication_backlash_function_ANDE.R,Richard Traunmueller
10.7910/dvn/gec2ls/mad19v,Tab_A7_b.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/hvquo6,recode_sum_indicators.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/adhkbv,table_S6_welfare.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/nih5zg,replication_backlash_figure_8D.R,Richard Traunmueller
10.7910/dvn/1wzcea/cywglx,cbq_binary_q9.stan,Xiao Lu
10.7910/dvn/1wzcea/aogpph,cbq_ms_q7_s.R,Xiao Lu
10.7910/dvn/nhsjmj/llaxur,replication_backlash_secular_christians.R,Richard Traunmueller
10.7910/dvn/1wzcea/p3vcfm,pred_voteshare.RData,Xiao Lu
10.7910/dvn/nvkq5v/frtzvz,01_Table2_Table3.do,Matthias Mader
10.7910/dvn/nhsjmj/cuqblf,figure_2.pdf,Richard Traunmueller
10.7910/dvn/nhsjmj/1zfycl,replication_backlash_correlations_authoritarian.R,Richard Traunmueller
10.7910/dvn/al0v9k,Replication data for: Foreign Anti-Mainstream Propaganda and Democratic Publics,Matthias Mader; Nikolay Marinov; Harald Schoen
10.7910/dvn/csx1vl/jvfacb,Figure2b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/nhsjmj/7guplv,figure_S6.pdf,Richard Traunmueller
10.7910/dvn/1wzcea/hxocyk,cbq4.0_q8.stan,Xiao Lu
10.7910/dvn/1wzcea/fwoqdw,cbq_leg_q1.R,Xiao Lu
10.7910/dvn/csx1vl/n8bkq0,02_appendix.R,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/1wzcea/bsy3km,figure1_appendix.pdf,Xiao Lu
10.7910/dvn/gec2ls/z4dwgp,CDDE17A4,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/ihb9ei,cbq_binary_q2.RData,Xiao Lu
10.7910/dvn/nhsjmj/grvkdp,ACME_main_results.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/sqz4ur,ACME_christian_immigrants.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/nnqq36,replication_backlash_figure_S6.R,Richard Traunmueller
10.7910/dvn/1wzcea/wz9u6x,formation_new.tab,Xiao Lu
10.7910/dvn/kps1ky/gy2got,AnIndex,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nvkq5v/x0qnki,09_Figure_A3_2.do,Matthias Mader
10.7910/dvn/gec2ls/rthdrt,Tab_A9_d.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/7qne9o/savice,MPDS2012b_withSEandLogitSE.tab,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/kps1ky/zluriu,schulz_master.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/cy7ywe/c97yuq,SI_FigC.6.1.pdf,Sebastian Juhl
10.7910/dvn/nhsjmj/kvqvzu,replication_backlash_secular_muslims.R,Richard Traunmueller
10.7910/dvn/nhsjmj/qcnlru,ACME_reverse_causality.csv,Richard Traunmueller
10.7910/dvn/cy7ywe/byjvmw,Tab3.txt,Sebastian Juhl
10.7910/dvn/7qne9o/oubnxw,CMP_BLM2009_logitscaleSE.tab,Will Lowe; Kenneth Benoit; Slava Mikhaylov; Michael Laver
10.7910/dvn/nhsjmj/ptzbn8,replication_backlash_figure_3.R,Richard Traunmueller
10.7910/dvn/nhsjmj/ekmt5k,replication_backlash_function_ACME.R,Richard Traunmueller
10.7910/dvn/kps1ky/i9evdk,scripts-repos-cache.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/6vya0u,Replication Data for: Everyday Discrimination in Public Spaces: A Field Experiment in the Milan Metro,Johanna Gereke
10.7910/dvn/mltzie/vkuwdk,table 1.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/gec2ls/qrojqb,FD142401,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/csx1vl/4fmjou,sample.tab,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/c1g0rp,bes_touched.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/bgjpon,ACME_devout_muslims.csv,Richard Traunmueller
10.7910/dvn/csx1vl/stcvzd,FigureA13b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/nhsjmj/duu5ly,cronbach_p_26.csv,Richard Traunmueller
10.7910/dvn/1wzcea/xiafif,cbq_ms_q7.R,Xiao Lu
10.7910/dvn/nhsjmj/ooxf1x,ACME_devout_christians.csv,Richard Traunmueller
10.7910/dvn/1wzcea/gv0byo,figure2_2.pdf,Xiao Lu
10.7910/dvn/gec2ls/86l0kc,AF94BA8C,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/gec2ls/wb6un0,00_DataCleaner_asymmetric.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/e8b6yb,recode_bollen_cses.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/q8qdcp,DatatUsageAgreement.PDF,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/jloq6v/rikicm,01_Results.do,Matthias Mader; Maria Pesthy; Harald Schoen
10.7910/dvn/nhsjmj/9qpjzg,figure_8B.pdf,Richard Traunmueller
10.7910/dvn/1wzcea/dflinz,cbq_leg_q2.R,Xiao Lu
10.7910/dvn/1wzcea,Replication Data for: Discrete Choice Data with Unobserved Heterogeneity: A Conditional Binary Quantile Model,Xiao Lu
10.7910/dvn/nhsjmj/vhypaq,ANDE_main_results_lib_footnote_9.csv,Richard Traunmueller
10.7910/dvn/kps1ky/bxfsev,Reference_LISS_3.0.pdf,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/igcbe2,cbq_binary_q8.stan,Xiao Lu
10.7910/dvn/cgxpf5,"Replication Data for: ""Bilateral or Multilateral? International Financial Flows and the Dirty-Work Hypothesis""",Valentin Lang; Axel Dreher; B. Peter Rosendorff; James Raymond Vreeland
10.7910/dvn/lzhtbe/7ijhfa,StrikesCoups_Figure2.tab,Adam Scharpf; Christian Gläßel; Belén González
10.7910/dvn/1wzcea/of9r4h,figure6.pdf,Xiao Lu
10.7910/dvn/0k34r2,"Replication Data for ""Borders and Bullies: How Borders shape Perceptions of Security and Foreign Policy Preference""",Sabine C. Carey
10.7910/dvn/1wzcea/d9uyob,cbq_leg_q9.R,Xiao Lu
10.7910/dvn/1wzcea/f45vak,cbq_ms_q8_s.R,Xiao Lu
10.7910/dvn/ldumny/v0ok5j,final manuscript.Rmd,Paul Cornelius Bauer; Florian Keusch; Frauke Kreuter
10.7910/dvn/ldumny,Reproduction files for: Trust and cooperative behavior: Evidence from the realm of data-sharing,Paul Cornelius Bauer; Florian Keusch; Frauke Kreuter
10.7910/dvn/jloq6v/d5pjzw,readme.txt,Matthias Mader; Maria Pesthy; Harald Schoen
10.7910/dvn/mb2uku/x68osk,analysis_biw_voting_precinct_level.do,Kai Jäger
10.7910/dvn/csx1vl/iifmtf,log_appendix.txt,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/1wzcea/ey0bun,cbq4.0_q7.stan,Xiao Lu
10.7910/dvn/prxhpm/ezilyv,1_simprogram.do,Lars Leszczensky; Tobias Wolbring
10.7910/dvn/a48jp7/c1dcwp,esem_RS.inp,Emmy Lindstam; Matthias Mader; Harald Schoen
10.7910/dvn/gec2ls/lonjbi,DEAE19C1,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/cy7ywe/phjsx6,SI_FigC.7.1.pdf,Sebastian Juhl
10.7910/dvn/csx1vl/zbfb5g,TableA2.tex,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/nhsjmj/fgdxrk,replication_backlash_figure_S5.R,Richard Traunmueller
10.7910/dvn/kps1ky/rs9cy0,fes_recoding.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/7gd9wg,fun_utilities.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/jloq6v,"Reproduction files for: Conceptions of national identity, turnout and party preference",Matthias Mader; Maria Pesthy; Harald Schoen
10.7910/dvn/kps1ky/rtm4cz,anes_recoding.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/j8s3qa,replication_backlash_ACDE_devout_muslims.R,Richard Traunmueller
10.7910/dvn/1wzcea/lmmev8,origin_coalition.R,Xiao Lu
10.7910/dvn/gec2ls/qwxhua,C7BA035F,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/lx7x4g,fes_master.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/csx1vl/vbrc0w,FigureA7a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/vwwsjs,silva_recode_1D_populism.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/cy7ywe/ihcsgc,Tab4.txt,Sebastian Juhl
10.7910/dvn/gec2ls/kgetmb,Tab_A4.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/akd1up,ZA6804_v4-0-0_nonMV.dta,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/kfwm5r,recode_sem_indicators_3D.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/cq53sw,table_S6_office.csv,Richard Traunmueller
10.7910/dvn/lxmyv6/bcdwl6,eventstudy.do,Kurt Schmidheiny; Siegloch Sebastian
10.7910/dvn/nhsjmj/ltpjxa,replication_backlash_figure_7C.R,Richard Traunmueller
10.7910/dvn/gec2ls/9cw9jk,.Rhistory,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/nhsjmj/i3vfff,replication_backlash_office.R,Richard Traunmueller
10.7910/dvn/cy7ywe/bmzylx,Fig2.pdf,Sebastian Juhl
10.7910/dvn/nhsjmj/3xwuip,ACDE_devout_christians.csv,Richard Traunmueller
10.7910/dvn/kps1ky/pfclvt,ci.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/oipwbd,cbq4.0_q2.stan,Xiao Lu
10.7910/dvn/mdhsxp,"Replication Data for: ""Scaling Court Decisions with Citation Networks""",Christian Arnold; Benjamin G. Engst; Thomas Gschwend
10.7910/dvn/1wzcea/rignzx,cbq4.0_q1.stan,Xiao Lu
10.7910/dvn/mltzie/pgsvnn,KHT_controls.tab,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/1wzcea/mpubmx,cbq_vote_AN_q4.R,Xiao Lu
10.7910/dvn/1wzcea/qnagmx,cbq4.0_q9.stan,Xiao Lu
10.7910/dvn/gec2ls/ud1uij,Tab_A7_a.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/csx1vl/o0vpit,FigureA7b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/by4obr,Replication Data for: Understanding Journalist Killings,Sabine C. Carey; Anita Gohdes
10.7910/dvn/nhsjmj/r1duvm,figure_S4.pdf,Richard Traunmueller
10.7910/dvn/kps1ky/grlsiv,lockfile.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/xok4zl,cbq_ms_q4.R,Xiao Lu
10.7910/dvn/cy7ywe/timczg,LICENSE,Sebastian Juhl
10.7910/dvn/mltzie/asi1jc,figure 5.do,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/mgm5qy,Replication Data for: The Gendered Costs of Stigma: How Experiences of Conflict-Related Sexual Violence Encourage Civic Engagement for Women and Men,Carlo Koos; Richard Traunmueller
10.7910/dvn/prxhpm/vv0iol,_simulation_master.do,Lars Leszczensky; Tobias Wolbring
10.7910/dvn/gapiqo/o4q5pc,JuhlHilpertMainRep.log,Sebastian Juhl; David Hilpert
10.7910/dvn/jbogc9/sbpux6,ReadMe.docx,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/nhsjmj/tgpe7l,replication_backlash_ACDE_muslim_natives.R,Richard Traunmueller
10.7910/dvn/nhsjmj/5veqfg,sensitivity_R2.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/yjoy7v,replication_backlash_recode.R,Richard Traunmueller
10.7910/dvn/mltzie/ybl1kd,KHT codebooks.docx,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/gec2ls/lzipuw,B123A478,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/jbogc9/ffloxv,2019_6_5_descriptive_statistics.log,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/nhsjmj/xvkzza,population_shares_p_25.csv,Richard Traunmueller
10.7910/dvn/amdmmu,"Replication Data for ""Rebel Recruitment and Migration: Theory and Evidence From Southern Senegal""",Max Schaub; Daniel Auer
10.7910/dvn/kps1ky/mmv1zi,master_all.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/mb2uku/cp3lsn,analysis_warning_signs_ri.R,Kai Jäger
10.7910/dvn/csx1vl/tviffx,FigureA5.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/nhsjmj/ww2nd8,ANDE_reverse_causality.csv,Richard Traunmueller
10.7910/dvn/dgoqwh/wxuwnf,ReplicationFile_SpoilersofPeace.do,Sabine C. Carey; Christoph Steinert; Janina Steinert
10.7910/dvn/nhsjmj/dtgckb,replication_backlash_figure_8A.R,Richard Traunmueller
10.7910/dvn/669z5l/xw7nfd,posterior_mcss.txt,Thomas König; Moritz Marbach; Moritz Osnabrügge
10.7910/dvn/kps1ky/1j2z4c,BES_2017F2f_Post-electionV1.3.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/m3wzyc,Liss_master.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/y8eyfe,cbq_q8.RData,Xiao Lu
10.7910/dvn/nhsjmj/fqzpji,figure_7C.pdf,Richard Traunmueller
10.7910/dvn/cy7ywe/3mow6i,Results.R,Sebastian Juhl
10.7910/dvn/1wzcea/g44klf,cbq_leg_q9_s.R,Xiao Lu
10.7910/dvn/azfhyn/fhs98x,Replication.do,Christian Gläßel; Katrin Paula
10.7910/dvn/nhsjmj/ywizub,ACME_muslim_natives.csv,Richard Traunmueller
10.7910/dvn/nhsjmj/rb4feu,replication_backlash_radical_christians.R,Richard Traunmueller
10.7910/dvn/kps1ky/3qgp1w,renv,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/5pus2f,cbq_vote_AN_q8.R,Xiao Lu
10.7910/dvn/kps1ky/9kfdom,lockfile.Rmd,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/l8u3bg,data.merged_mar17.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/wh29p4,docker.Rmd,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/azfhyn,"Replication Data for: Sometimes Less Is More: Censorship, News Falsification, and Disapproval in 1989 East Germany",Christian Gläßel; Katrin Paula
10.7910/dvn/jloq6v/btn4mk,Data_final.tab,Matthias Mader; Maria Pesthy; Harald Schoen
10.7910/dvn/1wzcea/dlzsnb,cbq_binary_q3.stan,Xiao Lu
10.7910/dvn/pygbdo,Parliaments day-by-day,Tomas Turner‐Zwinkels; Oliver Huywler; Elena Frech; Philip Manow; Stefanie Bailer; Niels D. Goet; Simon Hug
10.7910/dvn/gec2ls/nfulxz,FC6243C3,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/gs8qwx,relevant variables.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/txurnm,table2.csv,Xiao Lu
10.7910/dvn/nhsjmj/qstegx,replication_backlash_mean_comparisons.R,Richard Traunmueller
10.7910/dvn/nhsjmj/43viqj,ANDE_main_results.csv,Richard Traunmueller
10.7910/dvn/kps1ky/vqtqg2,10002_da_en_v1_0.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/csx1vl/sthbqb,FigureA10b.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/csx1vl/l0uxgg,function_plot_gsynth.R,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/czlokz,recode_sartori_akker.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/ukwtwa,load_data.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/l7g9cy,cbq_vote_AN_q4_s.R,Xiao Lu
10.7910/dvn/nhsjmj/nbcbvc,ANDE_welfare.csv,Richard Traunmueller
10.7910/dvn/gec2ls/vogn2a,files-pane.pper,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/1wzcea/zo9ruw,cbq_vote_q2.RData,Xiao Lu
10.7910/dvn/1wzcea/9g4uxz,figure6_appendix.pdf,Xiao Lu
10.7910/dvn/cjuwrl,Replication Data for: A Large-Scale Field Experiment to Reduce Non-Payments for Water: From Diagnosis to Treatment,Bettina Rockenbach; Sebastian Tonke; Arne R. Weiss
10.7910/dvn/1wzcea/swbqew,cbq_vote_AN_q3.R,Xiao Lu
10.7910/dvn/1wzcea/dt1mfr,figure1_1.pdf,Xiao Lu
10.7910/dvn/mb2uku/xuanzt,analysis_afd_voting_precinct_level.do,Kai Jäger
10.7910/dvn/gec2ls/jpzaqn,"Prior_Elicitation_0704_asymmetric_larger_variance_July+6,+2019_10.14.tab",Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/jbogc9/lzautn,codebook_immo_transaction.log,Andreas Gerster; Manuel Frondel; Colin Vance
10.7910/dvn/1wzcea/5ahtzg,cbq_leg_q7.R,Xiao Lu
10.7910/dvn/cy7ywe/las88b,Tab2.txt,Sebastian Juhl
10.7910/dvn/gec2ls/4ctcph,"Prior_Elicitation_0704_symmetric_larger_variance_July+6,+2019_10.13.tab",Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/lzhtbe/kaiddi,readme.txt,Adam Scharpf; Christian Gläßel; Belén González
10.7910/dvn/csx1vl,Replication Data for: Comparative Politics and Causal Evaluation of Structural Reforms: The Case of the UK National Minimum Wage Introduction,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/bdxzvv,autnes_master.do,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/nhsjmj/ujx5vf,replication_backlash_figure_8C.R,Richard Traunmueller
10.7910/dvn/1wzcea/qyawti,cbq_leg_q4.R,Xiao Lu
10.7910/dvn/1wzcea/bx2hsy,cbq_q7.RData,Xiao Lu
10.7910/dvn/22bgvu/63fomk,questionnaire_393844_de.html,Thomas Bräuninger; Marc Debus; Jochen Müller; Christian Stecker
10.7910/dvn/1wzcea/yxbnm8,cbq_binary_q1.RData,Xiao Lu
10.7910/dvn/csx1vl/njcygb,FigureA4a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/kps1ky/vivsdz,INDEX,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gec2ls/swgnz2,03_BeliefsMLE_addon.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/mltzie/ige5eh,presidential_data.tab,Orit Kedar; Liran Harsgor; Or Tuttnauer
10.7910/dvn/gec2ls/gpns4c,40D096FA,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/1mk55r,populism_touched.dta,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/1wzcea/gct7y4,nes9212r.asc,Xiao Lu
10.7910/dvn/1wzcea/xnqhms,cbq_q5.RData,Xiao Lu
10.7910/dvn/g0w9mh/3lo8jw,cleandata_frontiers.tab,Johanna Gereke
10.7910/dvn/1wzcea/x6gpyr,cbq_ms_q3_s.R,Xiao Lu
10.7910/dvn/1wzcea/vxjksq,cbq_binary_q2.stan,Xiao Lu
10.7910/dvn/1wzcea/mk9zay,cbq_vote_AN_q2.R,Xiao Lu
10.7910/dvn/nhsjmj/vkdu1v,replication_backlash_function_ACDE.R,Richard Traunmueller
10.7910/dvn/gec2ls/4snn55,00_DataCleaner_nachtrag_asym.R,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/kps1ky/jq84ej,renv.R,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/cy7ywe/cctfvl,.gitignore,Sebastian Juhl
10.7910/dvn/gec2ls/u5hxsi,Tab_A7_d.tex,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
10.7910/dvn/cy7ywe/etcten,Fig1.pdf,Sebastian Juhl
10.7910/dvn/kps1ky/alyghe,List_of_variables.tab,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/kps1ky/pjdgxh,lockfile.html,Alexander Wuttke; Christian Schimpf; Harald Schoen
10.7910/dvn/gj0gai,Replication Data for: How Party Competition Shapes Ethnic Parties’ Positions on Migration and Immigration,Marc Debus; Felix Schulte
10.7910/dvn/nhsjmj/rhqqri,replication_backlash_main_ANDE.R,Richard Traunmueller
10.7910/dvn/csx1vl/a2hxy3,FigureA12a.pdf,Thomas König; Guido Ropers; Anika Buchmann
10.7910/dvn/gec2ls/sqewmh,saved_source_markers,Lucas Leemann; Richard Traunmueller; Lukas F. Stoetzer
